"File","XsltVersion","ScriptBlocks","UsesMsxslOrNodeSet","ScriptFunctionCalls","HasThreadSleep","HasGuidNewGuid","HasStaticState","MigrationRisk"
"C:\Repos\ELEVATE\xslt\174 - Bauwens\Voorkaai + Bleukenlaan\SKT\SKT_DESPATCH_To_GMB_RCV_SHIPMENT.xslt","1.0","1","True","MyScript:GetCurrentDate; MyScript:ParseDate","False","True","False","High"
"C:\Repos\ELEVATE\xslt\174 - Bauwens\Voorkaai + Bleukenlaan\SKT\SKT_DESPATCH_To_GMB_RCV_TRIP.xslt","1.0","1","True","MyScript:GetCurrentDate; MyScript:ParseDate; MyScript:Sleep","True","True","False","High"
"C:\Repos\ELEVATE\xslt\174 - Bauwens\Voorkaai + Bleukenlaan\SKT\SKT_ORDER_To_GMB_RCV-MMD.xslt","1.0","1","True","MyScript:GetCurrentDate; MyScript:GetFromSplitsArray; MyScript:Split","False","True","False","High"
"C:\Repos\ELEVATE\xslt\174 - Bauwens\Voorkaai + Bleukenlaan\SKT\SKT_VIO_To_GMB_RCV-ASN.xslt","1.0","1","True","MyScript:GetCurrentDate; MyScript:GetFromSplitsArray; MyScript:ParseDate; MyScript:Split","False","True","False","High"
"C:\Repos\ELEVATE\xslt\174 - Bauwens\Voorkaai + Bleukenlaan\Voorkaai\SKT_DESPATCH_To_DESPATCH-merged-new.xslt","1.0","1","True","MyScript:AddToMinRunSeqIdList; MyScript:GetCounter; MyScript:GetCounter2; MyScript:GetLoadSeq; MyScript:SetMinRunSeqId","False","False","True","High"
"C:\Repos\ELEVATE\xslt\174 - Bauwens\Voorkaai + Bleukenlaan\Voorkaai\SKT_DESPATCH_To_GMB_RCV_SHIPMENT.xslt","1.0","1","True","MyScript:GetCurrentDate; MyScript:ParseDate; MyScript:ToUpper","False","True","False","High"
"C:\Repos\ELEVATE\xslt\174 - Bauwens\Voorkaai + Bleukenlaan\Voorkaai\SKT_DESPATCH_To_GMB_RCV_TRIP.xslt","1.0","1","True","MyScript:GetCurrentDate; MyScript:ParseDate; MyScript:Sleep","True","True","False","High"
"C:\Repos\ELEVATE\xslt\174 - Bauwens\Voorkaai + Bleukenlaan\Voorkaai\SKT_ORDER_To_GMB_RCV-MMD.xslt","1.0","1","True","MyScript:GetCurrentDate; MyScript:GetFromSplitsArray; MyScript:Split","False","True","False","High"
"C:\Repos\ELEVATE\xslt\174 - Bauwens\Voorkaai + Bleukenlaan\Voorkaai\SKT_VIO_To_GMB_RCV-ASN.xslt","1.0","1","True","MyScript:GetCurrentDate; MyScript:GetFromSplitsArray; MyScript:ParseDate; MyScript:Split","False","True","False","High"
"C:\Repos\ELEVATE\xslt\181 - Dandoy\Actura\Phase 1.0 (Old Format)\XSLT\ActuraBE_EFACT_D96A_ORDERS_To_Dandoy_RCV_SHIPMENT_Split.xslt","1.0","1","True","MyScript:BuildMessage; MyScript:ClearMessage; MyScript:SetUNZSegment; MyScript:WriteMessage","False","False","False","High"
"C:\Repos\ELEVATE\xslt\181 - Dandoy\Actura\Phase 1.0 (Old Format)\XSLT\ActuraBE_EFACT_D96A_ORDERS_To_Dandoy_RCV_SHIPMENT.xslt","1.0","1","True","MyScript:ParseDate","False","True","False","High"
"C:\Repos\ELEVATE\xslt\181 - Dandoy\Actura\Phase 1.0 (Old Format)\XSLT\Dandoy_EFACT_D96A_RECADV_To_ActuraBE_SND_RECEIPT.xslt","1.0","1","True","MyScript:GetLinCounter; MyScript:ParseDate","False","True","False","High"
"C:\Repos\ELEVATE\xslt\181 - Dandoy\Actura\Phase 1.0 (Old Format)\XSLT\Dandoy_PICK_To_ActuraBE_SND_SHIPMENT.xslt","1.0","1","True","MyScript:ParseDate","False","False","False","High"
"C:\Repos\ELEVATE\xslt\181 - Dandoy\Actura\Track & Trace Project Pro Agrica\XSLT\Proagrica_TandT_DespatchAdvice_To_Dandoy_RCV_RECEIPT.xslt","1.0","1","True","MyScript:ParseDate","False","True","False","High"
"C:\Repos\ELEVATE\xslt\181 - Dandoy\Belchim\BelchimCP_ShipRequest_To_Dandoy_RCV_CUSTTRANSFER.xslt","1.0","1","True","MyScript:AddDays; MyScript:GetCurrentDate; MyScript:GetGUID; MyScript:ParseDate","False","True","False","High"
"C:\Repos\ELEVATE\xslt\181 - Dandoy\Belchim\BelchimCP_ShipRequest_To_Dandoy_RCV_SHIPMENT.xslt","1.0","1","True","MyScript:AddDays; MyScript:GetCurrentDate; MyScript:GetGUID; MyScript:ParseDate","False","True","False","High"
"C:\Repos\ELEVATE\xslt\181 - Dandoy\Belchim\Dandoy_SND_SHIPMENT_To_BelchimCP_ShipConfirmBE.xslt","1.0","1","True","MyScript:ParseDate","False","False","False","High"
"C:\Repos\ELEVATE\xslt\181 - Dandoy\Belchim\Dandoy_SND_SHIPMENT_To_Protex_ShipConfirmPR.xslt","1.0","1","True","MyScript:ParseDate","False","False","False","High"
"C:\Repos\ELEVATE\xslt\181 - Dandoy\Belchim\Proagrica\BelchimCP_ShipRequest_To_Dandoy_RCV_SHIPMENT.xslt","1.0","1","True","MyScript:ParseDate","False","True","False","High"
"C:\Repos\ELEVATE\xslt\181 - Dandoy\Belchim\Proagrica\Dandoy_SND_SHIPMENT_To_BelchimCP_ShipConfirmBE.xslt","1.0","1","True","MyScript:ParseDate","False","False","False","High"
"C:\Repos\ELEVATE\xslt\181 - Dandoy\Belchim\Proagrica\Dandoy_SND_SHIPMENT_To_ProAgrica_ShipConfirmBE_Carriers.xslt","1.0","1","True","MyScript:ParseDate","False","False","False","High"
"C:\Repos\ELEVATE\xslt\181 - Dandoy\Elco\ILP_CONS\ELCO_ILPCons_SNDShipment_To_Elco.xslt","1.0","1","True","MyScript:GetCurrentDate; MyScript:ParseDate; MyScript:PrintApos; MyScript:Replace","False","False","False","High"
"C:\Repos\ELEVATE\xslt\181 - Dandoy\Elco\ILP_STOCK\ELCO_ILPStock_SNDStockStatus_To_Elco.xslt","1.0","1","True","MyScript:GetCurrentDate; MyScript:PrintApos; MyScript:Replace","False","False","False","High"
"C:\Repos\ELEVATE\xslt\181 - Dandoy\Elco\OLP_CONS\OLP_CONS.xslt","1.0","1","True","MyScript:RemEmptySpace","False","False","True","High"
"C:\Repos\ELEVATE\xslt\181 - Dandoy\Elco\OLP_CONS\RCV_Shipment.xslt","1.0","1","True","MyScript:GetCurrentDate; MyScript:GetGUID; MyScript:GetMatnr; MyScript:ParseDate; MyScript:SetMatnr","False","True","False","High"
"C:\Repos\ELEVATE\xslt\181 - Dandoy\Elco\OLP_MAT\ELCO_RSVMMD_To_Dandoy_OLP_MAT.xslt","1.0","1","True","MyScript:GetCurrentDate; MyScript:GetDecimal; MyScript:RemEmptySpace","False","True","False","High"
"C:\Repos\ELEVATE\xslt\181 - Dandoy\Elco\SKT_DESPATCH_To_DESPATCH-merged.xslt","1.0","1","True","MyScript:AddToMinRunSeqIdList; MyScript:GetCounter; MyScript:GetCounter2; MyScript:GetLoadSeq; MyScript:SetMinRunSeqId","False","False","True","High"
"C:\Repos\ELEVATE\xslt\227 - Shift\Exact Online\Shift InternationalCN.xslt","1.0","1","True","userCSharp:AddAccount; userCSharp:GetAccountAmount; userCSharp:GetCurrentDate; userCSharp:GetVATAmount","False","False","True","High"
"C:\Repos\ELEVATE\xslt\227 - Shift\Exact Online\Shift InternationalSI.xslt","1.0","1","True","userCSharp:AddAccount; userCSharp:GetAccountAmount; userCSharp:GetCurrentDate; userCSharp:GetVATAmount","False","False","True","High"
"C:\Repos\ELEVATE\xslt\227 - Shift\Exact Online\shift V3 CRIN (gebroken boekjaar).xslt","1.0","1","True","userCSharp:AddAccount; userCSharp:GetAccountAmount; userCSharp:GetCurrentDate; userCSharp:GetVATAmount","False","False","True","High"
"C:\Repos\ELEVATE\xslt\285 - Xwift\TAS\XWIFT_SND-SHIPMENT_To_TAS_Dossier.xslt","1.0","1","True","MyScript:ParseDate","False","False","False","High"
"C:\Repos\ELEVATE\xslt\301 - Deliver IT\Dropon\Dropon_Get-Stops_To_RCV-TMS-ORDER.xslt","1.0","1","True","MyScript:GetCurrentDate; MyScript:GetFromSplitsArray; MyScript:parseUtcDT; MyScript:Split","True","True","False","High"
"C:\Repos\ELEVATE\xslt\301 - Deliver IT\Dropon\Dropon_Get-Stops_To_RCV-TMS-TRIP.xslt","1.0","1","True","MyScript:GetCurrentDate; MyScript:GetFromSplitsArray; MyScript:parseUtcDT; MyScript:Sleep; MyScript:Split","True","True","False","High"
"C:\Repos\ELEVATE\xslt\170 - Mervielde\ONEtobeONE\ONEtobeONE.xslt","1.0","0","False","","False","False","False","Low"
"C:\Repos\ELEVATE\xslt\301 - Deliver IT\Dropon\delay relations.xslt","3.0","0","False","","False","False","False","Low"
"C:\Repos\ELEVATE\xslt\301 - Deliver IT\Dropon\Dropon_Create-Relations.xslt","3.0","0","False","","False","False","False","Low"
"C:\Repos\ELEVATE\xslt\301 - Deliver IT\Dropon\Dropon_Create-Stops.xslt","3.0","0","False","","False","False","False","Low"
"C:\Repos\ELEVATE\xslt\365 - Americold\snd-PackageAdjustment\365_snd_packageadjustment.xslt","1.0","0","False","","False","False","False","Low"
"C:\Repos\ELEVATE\xslt\376 - Logisteed\xInvoices\IN\Invoice_in.xslt","3.0","0","False","","False","False","False","Low"
"C:\Repos\ELEVATE\xslt\025 - ZFL\Ardo\DESADV_rcv-receipt.xslt","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\025 - ZFL\Ardo\INSDES_rcv-shipment.xslt","3.0","0","True","MyScript:ParseDate","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\025 - ZFL\Ardo\PRODAT _rcv-masterdata.xslt","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\025 - ZFL\Ardo\snd-receipt_RECADV.xslt","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\025 - ZFL\Ardo\snd-shipment_DESADV.xslt","3.0","0","True","","False","False","True","Medium"
"C:\Repos\ELEVATE\xslt\025 - ZFL\Ardo\snd-stock_INVRPT.xslt","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\025 - ZFL\Carrefour\adjust namespace.xslt","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\025 - ZFL\Enough Foods\ZFL-RCV-RECEIPT_To_RCV-RECEIPT_SplitOrder.xslt","1.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\025 - ZFL\Galana\Galana-RCV-MMD_To_RCV-MMD.xslt","1.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\059 - IDP\AAK\add namespace_RCV-MMD.xslt","1.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\059 - IDP\AAK\add namespace_RCV-RECEIPT.xslt","1.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\059 - IDP\AAK\add namespace_RCV-SHIPMENT.xslt","1.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\059 - IDP\AAK\add namespace.xslt","1.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\059 - IDP\Wonderful Brands\IDP_SND-SHIPMENT_To_SND-SHIPMENT_EDIOrderType.xslt","1.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\059 - IDP\Wonderful Brands\WBE_EFACT_D01B_ORDERS_Clean.xslt","1.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\153 - De Rocker\Cargill\DRL-SND-SHIPMENT_To_SND-SHIPMENT_SplitOrder.xslt","1.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\153 - De Rocker\La William\DeRockerLogistics_SND-SHIPMENT_To_SND-SHIPMENT_ShipToName.xslt","1.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\153 - De Rocker\Libeert\Libeert_EFACT_D01B_DESADV_To_DRL_RCV_Shipment.XSLT","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\170 - Mervielde\Report 78004 xml\IsolateSalesInvoiceLines.xslt","1.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\174 - Bauwens\Voorkaai + Bleukenlaan\SKT\v3.0\GMB_SND-STOCKSTATUS_To_SKT_STOCK.xslt","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\181 - Dandoy\Actura\Phase 1.0 (Old Format)\XSLT\ActuraBE_EFACT_D96A_ORDERS_To_Dandoy_RCV_SHIPMENT_Clean.xslt","1.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\181 - Dandoy\Actura\Phase 1.1 (New Format)\XSLT\strip soap header_SND-RECEIPT.xslt","1.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\181 - Dandoy\Actura\Phase 1.1 (New Format)\XSLT\strip soap header_SND-SHIPMENT.xslt","1.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\181 - Dandoy\Actura\Track & Trace Project Pro Agrica\XSLT\Proagrica_TandT_DespatchAdvice_Multiply.xslt","1.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\181 - Dandoy\TAS\strip namespace.xslt","1.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\181 - Dandoy\Winsped\format weight numbers.xslt","1.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\227 - Shift\Exact Online\shift V2.xslt","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\227 - Shift\Exact Online\shift V3 (gebroken boekjaar).xslt","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\288 - Fruport\LSP\LSP.xslt","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\291 - Tigro\Fortis Factor\BNPPFF-CUSTOMERS.xslt","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\291 - Tigro\Fortis Factor\BNPPFF-LEDGERS.xslt","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\301 - Deliver IT\Dropon\Dropon_Get-Stops_MessageType.xslt","1.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\305 - Wim Claes\rcv-receipt.xslt","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\305 - Wim Claes\rcv-trip.xslt","3.0","0","True","MyScript:ParseDate","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\305 - Wim Claes\TAS-RCV-SHIPMENT.xslt","3.0","0","True","MyScript:ParseDate","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\353 - Hargo\adjust namespace.xslt","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\353 - Hargo\Ashland_DELVRY03_RCV-FREECIRCULATION_Hargo.xslt","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\353 - Hargo\Ashland_DELVRY03_RCV-SHIPMENT_Hargo.xslt","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\353 - Hargo\Ashland_INVOIC02_RCV-INVOICE_Hargo.xslt","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\353 - Hargo\Ashland_ORDERS05_RCV-RECEIPT_Hargo.xslt","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\353 - Hargo\Ashland_ZDELVDEL_RCV-SHIPMENT_Hargo.xslt","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\353 - Hargo\Ashland_ZSHPMNT05_RCV-RECEIPT_Hargo.xslt","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\353 - Hargo\Hargo_SND-RECEIPT_MBGMCR_Ashland.xslt","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\353 - Hargo\Hargo_SND-SHIPMENT_DELVRY03_Ashland.xslt","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\376 - Logisteed\rcv-mmd\D97A_PRICAT_rcv_mmd.xslt","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\376 - Logisteed\rcv-receipts\DESORD - rcv-receipt (DELJIT)\D97A_DELJIT_rcv_receipt_DESORD_RETURN.xslt","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\376 - Logisteed\rcv-receipts\INBSCD - rcv-receipt(-asn)\D97A_DELJIT_ASN_rcv_receipt.xslt","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\376 - Logisteed\rcv-receipts\NOT USED - STOORD - rcv-receipt (DELJIT)\D97A_DELJIT_STOCK_rcv-receipt_STOORD.xslt","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\376 - Logisteed\rcv-receipts\STOADV - rcv-receipt\D97A_DELJIT_SALES_rcv-receipt.xslt","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\376 - Logisteed\rcv-receipts\x NOT USED - STOORD - rcv-receipt (DELJIT)\D97A_DELJIT_STOCK_rcv-receipt_STOORD.xslt","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\376 - Logisteed\rcv-shipments\DESORD - rcv-shipment (DELJIT)\D97A_DELJIT_Delivery_rcv_shipment.xslt","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\376 - Logisteed\rcv-shipments\STOORD - rcv-shipment (DELJIT)\D97A_DELJIT_STOCK_rcv-shipment_STOORD.xslt","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\376 - Logisteed\rcv-shipments\x NOT USED - STOADV - rcv-shipment\D97A_DELJIT_SALES_rcv-shipment.xslt","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\376 - Logisteed\snd-receipts\ASN - snd-receipt(-asn)\D97A_RECADV_ASN_snd-receipt.xslt","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\376 - Logisteed\snd-receipts\DESCNF - snd-receipt\DESCNF_RETURNS_snd-receipt.xslt","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\376 - Logisteed\snd-receipts\NOT USED STOCNF - snd-receipt\D97A_STOORD_STOCK_snd-receipt.xslt","3.0","0","True","","False","False","True","Medium"
"C:\Repos\ELEVATE\xslt\376 - Logisteed\snd-receipts\STICNF - snd-receipt\D97A_RECADV_SalesOrder_snd-receipt.xslt","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\376 - Logisteed\snd-receipts\x NOT USED - STOCNF - snd-receipt\D97A_STOORD_STOCK_snd-receipt.xslt","3.0","0","True","","False","False","True","Medium"
"C:\Repos\ELEVATE\xslt\376 - Logisteed\snd-shipments\DESCNF - snd-shipment\D97A_DESADV_DeliveryConf_snd-shipment.xslt","1.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\376 - Logisteed\snd-shipments\STOCNF - snd-shipment\D97A_STOORD_STOCK_snd-shipment.xslt","3.0","0","True","","False","False","True","Medium"
"C:\Repos\ELEVATE\xslt\376 - Logisteed\snd-shipments\x NOT USED - STICNF - snd-shipment\D97A_RECADV_SalesOrder_snd-shipment.xslt","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\376 - Logisteed\snd-stock-status\D97A_INVRPT_snd-stockstatus.xslt","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\376 - Logisteed\xInvoices\OUT\Invoice_out.xslt","3.0","0","True","","False","False","False","Medium"
"C:\Repos\ELEVATE\xslt\376 - Logisteed\xSpareParts\SpareParts.xslt","3.0","0","True","","False","False","False","Medium"
